City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Shubarshi,KZ,48.5872,57.1869,35.26,99,100,13.44,overcast clouds
348,Mandalgovi,MN,45.7625,106.2708,36.18,36,51,14.34,broken clouds
349,Manaus,BR,-3.1019,-60.025,82.89,74,75,12.66,light rain
350,Mayumba,GA,-3.432,10.6554,81.09,78,100,10.22,overcast clouds
351,Marsh Harbour,BS,26.5412,-77.0636,76.73,73,7,9.44,clear sky
352,Poronaysk,RU,49.2167,143.1167,20.91,97,94,5.64,overcast clouds
353,Khilok,RU,51.3674,110.4676,18.12,95,100,3.15,overcast clouds
354,Amga,RU,60.8953,131.9608,1.11,99,100,2.98,overcast clouds
355,Jinka,ET,5.65,36.65,78.85,30,100,0.87,overcast clouds
356,Yarmouth,US,41.7057,-70.2286,48.65,50,0,19.57,clear sky
357,Cairns,AU,-16.9167,145.7667,77.07,100,75,11.5,light intensity shower rain
358,Tommot,RU,58.9564,126.2925,-2.4,97,99,3.06,overcast clouds
359,Russell,US,32.3502,-85.1999,73.38,77,0,4.61,clear sky
360,Kwinana,AU,-32.25,115.7667,68.18,61,0,14.92,clear sky
361,Belomorsk,RU,64.5232,34.7668,-3.93,100,71,3.0,broken clouds
362,Vila Velha,BR,-20.3297,-40.2925,91.35,74,40,14.97,scattered clouds
363,Lucapa,AO,-8.4192,20.7447,82.65,64,96,2.66,overcast clouds
364,Sao Joao Da Barra,BR,-21.6403,-41.0511,91.49,74,98,11.92,overcast clouds
365,Alihe,CN,50.5667,123.7167,10.6,94,61,1.88,broken clouds
366,Meulaboh,ID,4.1363,96.1285,76.64,85,12,2.86,few clouds
367,Yumen,CN,40.2833,97.2,44.8,29,2,15.55,clear sky
368,De Land,US,29.0283,-81.3031,82.24,69,40,3.44,scattered clouds
369,Salihorsk,BY,52.7876,27.5415,29.86,61,49,7.14,scattered clouds
370,Straja,RO,47.9167,25.55,33.15,74,95,5.14,overcast clouds
371,Beringovskiy,RU,63.05,179.3167,-21.46,91,17,5.95,few clouds
372,Kristiansund,NO,63.1115,7.732,30.25,80,75,5.75,light snow
373,Alekseyevka,RU,50.6309,38.6903,31.64,65,96,4.72,overcast clouds
374,Broken Hill,AU,-31.95,141.4333,64.26,45,17,16.26,few clouds
375,Namie,JP,37.4833,141.0,39.72,76,0,5.48,clear sky
376,Mareeba,AU,-17.0,145.4333,72.45,94,100,3.62,overcast clouds
377,Jumla,NP,29.2747,82.1838,41.38,65,0,4.76,clear sky
378,Manokwari,ID,-0.8667,134.0833,78.42,81,100,5.79,overcast clouds
379,Toora-Khem,RU,52.4675,96.11,10.0,96,85,2.42,overcast clouds
380,Buin,CL,-33.7333,-70.75,87.42,31,0,8.34,clear sky
381,Airai,TL,-8.9266,125.4092,58.82,91,96,1.9,overcast clouds
382,Kruisfontein,ZA,-34.0033,24.7314,65.88,83,97,11.39,light rain
383,Coihueco,CL,-36.6167,-71.8333,68.74,68,75,3.44,broken clouds
384,Bonfim,BR,3.0833,-59.95,85.95,40,97,8.37,overcast clouds
385,Biltine,TD,14.5333,20.9167,95.76,8,79,11.03,broken clouds
386,Kaura Namoda,NG,12.5898,6.5779,103.51,7,0,10.33,clear sky
387,Kumluca,TR,36.3703,30.2869,58.03,66,18,1.16,few clouds
388,Mogadishu,SO,2.0371,45.3438,82.27,78,0,18.41,clear sky
389,Huadian,CN,42.9633,126.7478,35.24,76,2,4.12,clear sky
390,Champasak,LA,14.75,106.0,68.65,52,0,2.15,clear sky
391,Torres,BR,-29.3353,-49.7269,75.83,94,100,8.81,light rain
392,Ziro,IN,27.6333,93.8333,45.09,92,62,3.47,broken clouds
393,Tshela,CD,-4.9833,12.9333,90.19,58,99,3.58,overcast clouds
394,Vilhena,BR,-12.7406,-60.1458,82.62,78,75,11.5,broken clouds
395,Skegness,GB,53.1436,0.3363,45.34,87,100,17.07,light rain
396,Simao,CN,22.7886,100.9748,58.89,40,0,2.04,clear sky
397,Kisoro,UG,-1.2854,29.685,63.21,79,99,3.67,light rain
398,Goderich,CA,43.7501,-81.7165,34.92,93,100,11.5,light snow
399,Batagay,RU,67.6333,134.6333,-16.19,100,98,1.9,overcast clouds
400,Salinopolis,BR,-0.6136,-47.3561,80.47,84,98,10.85,overcast clouds
401,Asyut,EG,27.181,31.1837,73.58,24,44,17.0,scattered clouds
402,Dokri,PK,27.3743,68.0967,76.93,30,49,11.52,scattered clouds
403,Teguise,ES,29.0605,-13.564,64.62,73,20,5.75,few clouds
404,Bayji,IQ,34.9311,43.487,72.0,33,90,14.85,overcast clouds
405,Saint Simons,US,31.1352,-81.3901,84.02,82,0,6.91,haze
406,Severo-Yeniseyskiy,RU,60.3725,93.0408,10.35,94,100,5.46,overcast clouds
407,Ruteng,ID,-8.6136,120.4721,62.64,93,99,1.07,overcast clouds
408,Borodino,RU,55.9106,94.8983,16.79,92,98,5.12,overcast clouds
409,Cochrane,CA,51.1834,-114.4687,1.62,74,0,0.0,clear sky
410,Slave Lake,CA,55.2834,-114.769,3.18,78,100,9.22,light snow
411,Tanete,ID,-3.9443,119.7848,75.33,90,100,3.53,overcast clouds
412,Xichang,CN,27.8964,102.2634,54.0,80,92,4.9,overcast clouds
413,Trincomalee,LK,8.5711,81.2335,80.89,75,3,12.26,clear sky
414,Grindavik,IS,63.8424,-22.4338,28.35,59,40,12.66,scattered clouds
415,Belmopan,BZ,17.25,-88.7667,77.38,48,30,6.51,scattered clouds
416,Gunjur,GM,13.2019,-16.7339,89.67,40,0,4.61,clear sky
417,Kontagora,NG,10.3999,5.4695,103.89,16,31,5.46,scattered clouds
418,The Pas,CA,53.8251,-101.2541,-11.18,70,0,4.61,clear sky
419,Nata,PA,8.3333,-80.5167,87.67,44,70,15.75,broken clouds
420,West Lorne,CA,42.6001,-81.5998,35.46,90,99,15.43,light snow
421,Shilovo,RU,54.3204,40.874,22.1,91,50,10.67,scattered clouds
422,Samana,DO,19.2056,-69.3369,84.42,65,20,0.0,few clouds
423,Urucara,BR,-2.5364,-57.76,81.48,88,99,4.97,overcast clouds
424,Awjilah,LY,29.1081,21.2869,67.53,29,53,8.55,broken clouds
425,Zhuhai,CN,22.2769,113.5678,69.85,72,20,5.75,few clouds
426,Ulaangom,MN,49.9811,92.0667,10.08,81,67,3.8,broken clouds
427,Zyryanka,RU,65.75,150.85,-29.99,99,72,3.51,broken clouds
428,Hambantota,LK,6.1241,81.1185,79.14,94,20,5.75,few clouds
429,Asgabat,TM,37.95,58.3833,73.26,20,20,6.91,few clouds
430,Moose Factory,CA,51.2585,-80.6094,14.0,85,0,5.75,clear sky
431,Xingyi,CN,24.1877,102.817,50.67,80,1,4.5,clear sky
432,Fairbanks,US,64.8378,-147.7164,10.09,83,100,0.0,overcast clouds
433,Fuchu,JP,35.6667,139.4833,50.5,83,0,0.0,clear sky
434,Pocone,BR,-16.2567,-56.6228,98.71,36,2,2.95,clear sky
435,Hervey Bay,AU,-25.2986,152.8535,74.77,68,2,7.11,clear sky
436,Wagar,SD,16.1525,36.2032,98.56,17,0,7.58,clear sky
437,Neiafu,TO,-18.65,-173.9833,81.28,89,75,12.66,light rain
438,Port Lincoln,AU,-34.7333,135.8667,62.15,64,64,14.76,broken clouds
439,Mao,ES,39.8885,4.2658,57.76,72,20,11.5,few clouds
440,Poum,NC,-20.2333,164.0167,79.39,76,26,15.35,scattered clouds
441,Svarstad,NO,59.399,9.9698,34.48,49,21,1.59,few clouds
442,Labuhan,ID,-6.8844,112.2051,77.38,85,99,9.69,light rain
443,Kurtamysh,RU,54.9103,64.4319,23.02,87,10,14.67,clear sky
444,Bolshaya Rechka,RU,51.9503,104.7355,26.87,94,100,8.93,light snow
445,Rocha,UY,-34.4833,-54.3333,88.77,24,0,9.62,clear sky
446,Kaniama,CD,-7.5667,24.1833,79.61,75,85,3.51,overcast clouds
447,Ferzikovo,RU,54.5191,36.7567,28.04,92,85,7.34,overcast clouds
448,Mbaiki,CF,3.8678,17.9892,101.14,14,55,4.83,broken clouds
449,Kayes,ML,14.0,-11.0,103.95,6,42,5.75,scattered clouds
450,Muzhi,RU,65.3667,64.6667,-9.08,99,98,4.92,overcast clouds
451,Ruwi,OM,23.5996,58.5507,78.49,53,0,6.46,clear sky
452,Verkhoyansk,RU,67.5447,133.385,-22.83,100,92,1.74,overcast clouds
453,Belyy Yar,RU,53.6039,91.3903,30.09,74,0,11.18,clear sky
454,Biak,ID,-0.9131,122.8766,77.25,79,97,3.67,overcast clouds
455,Linhares,BR,-19.3911,-40.0722,88.65,53,93,5.75,overcast clouds
456,Am Timan,TD,11.0297,20.2827,101.77,7,98,3.96,overcast clouds
457,Marstal,DK,54.8562,10.5173,40.91,65,78,7.99,broken clouds
458,Catuday,PH,16.2923,119.8062,73.83,70,0,7.72,clear sky
459,Nagorsk,RU,59.3172,50.8078,19.98,98,100,1.41,overcast clouds
460,Dalnerechensk,RU,45.9339,133.7225,31.86,98,100,8.97,overcast clouds
461,Cap Malheureux,MU,-19.9842,57.6142,76.46,87,100,1.01,moderate rain
462,Huambo,AO,-12.7761,15.7392,64.11,91,100,1.3,light rain
463,Aigle,CH,46.3181,6.9646,51.76,60,28,10.0,scattered clouds
464,Sungairaya,ID,0.7,108.9,76.98,89,100,4.43,overcast clouds
465,Heihe,CN,50.2441,127.4902,19.98,90,26,2.42,scattered clouds
466,Jinotega,NI,13.0917,-86.0018,71.08,77,40,4.61,scattered clouds
467,Merauke,ID,-8.4667,140.3333,77.61,90,100,11.79,overcast clouds
468,Eureka,US,40.8021,-124.1637,39.92,91,100,5.99,moderate rain
469,Newton,US,42.337,-71.2092,48.06,36,0,17.27,clear sky
470,Terrace,CA,54.5163,-128.6035,15.71,52,20,20.71,few clouds
471,Launceston,AU,-41.45,147.1667,54.81,89,100,31.07,heavy intensity shower rain
472,Bom Jardim,BR,-7.7958,-35.5872,92.1,36,87,14.05,overcast clouds
473,Puro,PH,12.4841,123.3827,75.96,83,9,12.1,clear sky
474,Saurimo,AO,-9.6608,20.3916,80.67,67,70,5.28,broken clouds
475,Lompoc,US,34.6391,-120.4579,47.84,97,75,6.91,broken clouds
476,Akhaldaba,GE,41.654,42.1516,37.96,99,99,4.85,overcast clouds
477,Shiraz,IR,29.6036,52.5388,60.24,29,0,0.0,clear sky
478,Lishui,CN,28.4604,119.9103,52.25,56,11,3.47,few clouds
479,Tolaga Bay,NZ,-38.3667,178.3,53.15,84,23,9.66,few clouds
480,Hua Hin,TH,12.5707,99.9588,76.14,62,0,5.5,clear sky
481,Talnakh,RU,69.4865,88.3972,-5.8,96,100,7.34,overcast clouds
482,San Policarpo,PH,12.1791,125.5072,77.88,83,28,11.12,scattered clouds
483,Marystown,CA,47.1666,-55.1483,30.47,88,100,3.85,light snow
484,Valparaiso,CL,-33.0393,-71.6273,66.99,91,100,6.91,fog
485,Linden,GY,6.0,-58.3,85.91,54,100,5.1,overcast clouds
486,Craig,US,40.5153,-107.5464,26.22,79,100,3.44,overcast clouds
487,Gorom-Gorom,BF,14.4439,-0.2361,102.92,6,2,14.2,clear sky
488,Okha,RU,53.5739,142.9478,-6.3,100,96,3.18,overcast clouds
489,Nanakuli,US,21.3906,-158.1547,73.62,74,100,9.22,moderate rain
490,Batemans Bay,AU,-35.7167,150.1833,60.39,84,17,3.76,few clouds
491,Churapcha,RU,62.0025,132.4325,-5.19,100,100,1.59,overcast clouds
492,North Bend,US,43.4065,-124.2243,39.85,93,40,6.91,scattered clouds
493,Lubumbashi,CD,-11.6609,27.4794,66.04,97,100,4.16,light rain
494,Victor Harbor,AU,-35.5667,138.6167,56.68,67,17,16.33,few clouds
495,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,92,40,4.47,scattered clouds
496,Buala,SB,-8.145,159.5921,79.43,84,78,6.87,light rain
497,Vikhorevka,RU,56.1201,101.1636,15.39,100,93,2.46,overcast clouds
498,Opochka,RU,56.7105,28.6617,25.63,86,100,6.44,overcast clouds
499,Sortavala,RU,61.7053,30.6918,22.57,94,99,7.83,light snow
500,Shaoyang,CN,27.2315,111.4525,69.55,47,100,3.4,overcast clouds
501,Nador,MA,35.174,-2.9287,69.87,59,0,6.91,clear sky
502,Belluno,IT,46.145,12.2214,50.0,96,100,0.09,overcast clouds
503,Storslett,NO,69.7678,21.0247,14.0,67,91,17.27,overcast clouds
504,North Platte,US,41.1239,-100.7654,34.12,74,100,19.57,overcast clouds
505,Olafsvik,IS,64.8945,-23.7142,26.19,57,59,12.26,broken clouds
506,Prince Rupert,CA,54.3161,-130.3201,29.89,54,0,10.36,clear sky
507,Caceres,ES,39.522,-6.3748,53.26,88,100,6.22,overcast clouds
508,San Pedro,PH,14.35,121.0167,76.35,74,20,3.44,few clouds
509,Chervone,UA,49.9564,28.8645,31.87,75,97,7.0,overcast clouds
510,Kudirkos Naumiestis,LT,54.7731,22.8631,30.58,66,72,6.4,broken clouds
511,Ilulissat,GL,69.2167,-51.1,28.42,69,0,0.0,clear sky
512,Wamba,NG,8.9333,8.6,102.97,17,56,7.83,broken clouds
513,Kununurra,AU,-15.7667,128.7333,82.38,74,57,8.05,broken clouds
514,Winsum,NL,53.33,6.5208,42.98,65,100,14.27,overcast clouds
515,Calama,CL,-22.4667,-68.9333,68.49,45,0,12.66,clear sky
516,Tabas,IR,33.5959,56.9244,75.42,16,0,4.61,clear sky
517,Yar-Sale,RU,66.8333,70.8333,-11.33,100,100,4.7,overcast clouds
518,Sao Borja,BR,-28.6606,-56.0044,85.95,24,0,8.05,clear sky
519,Ambilobe,MG,-13.2,49.05,77.79,87,92,5.23,overcast clouds
520,Sagua La Grande,CU,22.8067,-80.0756,81.59,42,0,13.42,clear sky
521,Mehamn,NO,71.0357,27.8492,10.35,67,20,16.11,few clouds
522,Lagos,NG,6.5833,3.75,91.72,72,90,8.79,overcast clouds
523,Tilichiki,RU,60.4667,166.1,-0.94,96,100,9.22,overcast clouds
524,Mae Hong Son,TH,19.3003,97.9685,71.76,40,0,1.3,clear sky
525,Omsukchan,RU,62.5333,155.8,-17.86,97,86,1.86,overcast clouds
526,Suileng,CN,47.25,127.0833,15.51,94,79,1.34,broken clouds
527,Burgeo,CA,47.6167,-57.6152,30.78,86,89,10.29,light snow
528,Kudahuvadhoo,MV,2.6708,72.8944,81.82,73,97,9.37,overcast clouds
529,Awbari,LY,26.5921,12.7805,75.02,12,26,6.11,scattered clouds
530,Sabang,ID,5.8933,95.3214,81.54,68,0,18.43,clear sky
531,Bathsheba,BB,13.2167,-59.5167,84.81,65,40,17.27,scattered clouds
532,Chardara,KZ,41.2547,67.9692,61.72,54,16,15.7,few clouds
533,Abbeyfeale,IE,52.3814,-9.3025,47.59,95,100,8.5,overcast clouds
534,Gewane,ET,10.1664,40.6453,88.9,21,34,13.87,scattered clouds
535,Digby,CA,44.6169,-65.7655,31.15,86,100,26.91,light snow
536,Ketchikan,US,55.3422,-131.6461,26.58,54,0,8.05,clear sky
537,Makakilo City,US,21.3469,-158.0858,72.19,84,100,9.22,moderate rain
538,Hovd,MN,48.0056,91.6419,33.66,41,58,8.68,broken clouds
539,Rio Gallegos,AR,-51.6226,-69.2181,55.45,44,20,21.85,few clouds
540,Axim,GH,4.8699,-2.2405,84.38,71,99,12.64,light rain
541,Taoudenni,ML,22.6783,-3.9836,93.0,6,1,3.27,clear sky
542,Gulbarga,IN,17.3333,76.8333,85.48,21,6,5.77,clear sky
543,Sampit,ID,-2.5333,112.95,73.0,98,66,1.9,broken clouds
544,Nevsehir,TR,38.9167,34.6667,45.61,49,75,6.91,broken clouds
545,Marrakesh,MA,31.6315,-8.0083,77.07,33,0,5.75,clear sky
546,Mount Pleasant,US,32.7941,-79.8626,74.25,65,20,13.8,few clouds
547,Komsomolskiy,UZ,40.4272,71.7189,52.52,66,100,2.3,overcast clouds
548,Dukat,RU,62.55,155.55,-17.61,97,90,0.92,overcast clouds
549,Afyonkarahisar,TR,38.75,30.6667,42.58,63,60,6.55,broken clouds
550,Ust-Tsilma,RU,65.441,52.1498,-5.55,100,97,3.44,overcast clouds
551,Ghanzi,BW,-21.5667,21.7833,87.04,34,67,13.96,broken clouds
552,Sept-Iles,CA,50.2001,-66.3821,40.05,62,75,18.41,broken clouds
553,Yining,CN,29.0361,114.5636,59.58,45,83,2.62,broken clouds
554,San Felipe,VE,10.3399,-68.7425,82.76,64,97,6.69,overcast clouds
555,Bac Lieu,VN,9.285,105.7244,76.37,71,8,13.27,clear sky
556,Valenca,BR,-13.3703,-39.0731,87.75,57,25,5.59,scattered clouds
557,Taksimo,RU,56.3444,114.8794,-1.59,90,87,3.06,overcast clouds
558,Takoradi,GH,4.8845,-1.7554,83.79,73,100,12.88,light rain
559,Dingle,PH,10.9995,122.6711,73.76,89,16,8.86,few clouds
560,Butembo,CD,0.15,29.2833,70.48,58,89,1.63,overcast clouds
561,Kapiri Mposhi,ZM,-13.9652,28.6809,68.99,91,100,3.76,moderate rain
562,Runcu,RO,45.1167,23.1333,45.27,55,70,1.43,broken clouds
563,Yertsevo,RU,60.7966,40.086,18.12,97,100,4.61,overcast clouds
564,Brae,GB,60.3964,-1.353,35.1,59,100,22.19,light snow
565,Wilmington,US,34.2257,-77.9447,71.01,47,0,3.44,clear sky
566,Ajdabiya,LY,30.7554,20.2263,62.08,49,41,10.0,scattered clouds
567,General Pico,AR,-35.6566,-63.7568,100.17,21,92,17.4,overcast clouds
568,Suclayin,PH,15.7568,121.5503,68.9,90,40,3.83,scattered clouds
569,Virginia Beach,US,36.8529,-75.978,59.04,55,0,5.75,clear sky
570,Truro,GB,50.2653,-5.0544,47.84,78,75,17.27,broken clouds
571,Port-Cartier,CA,50.0334,-66.8654,39.74,87,83,16.4,broken clouds
572,Shibetsu,JP,43.659,145.132,31.15,89,7,3.31,clear sky
573,Paamiut,GL,61.994,-49.6678,35.89,78,16,4.97,few clouds
574,Manta,EC,-0.95,-80.7333,78.58,83,100,1.14,moderate rain
575,Chimoio,MZ,-19.1164,33.4833,78.66,83,40,4.0,scattered clouds
576,Lakeside,US,30.13,-81.7682,82.98,72,40,3.0,scattered clouds
577,Ahipara,NZ,-35.1667,173.1667,59.36,91,5,3.94,clear sky
578,Yelovo,RU,57.0538,54.9207,26.02,96,100,7.87,overcast clouds
579,Diu,IN,20.7141,70.9822,79.21,40,3,9.93,clear sky
580,Almaznyy,RU,48.0448,40.045,31.87,56,88,3.69,overcast clouds
581,Gardendale,US,33.6601,-86.8128,74.25,47,75,5.75,broken clouds
582,Guerande,FR,47.3291,-2.4283,46.58,64,98,9.37,overcast clouds
583,Presque Isle,US,46.6811,-68.0159,29.17,76,100,23.02,light snow
584,Viedma,AR,-40.8135,-62.9967,97.09,10,1,14.63,clear sky
585,Alpignano,IT,45.102,7.5266,56.3,55,0,3.44,clear sky
586,Panjab,AF,34.388,67.0233,20.28,91,18,3.27,few clouds
587,Karpathos,GR,35.507,27.2132,60.76,63,20,14.97,few clouds
588,Slonim,BY,53.0867,25.3219,30.13,59,71,5.7,broken clouds
589,Ewa Beach,US,21.3156,-158.0072,73.6,85,100,9.22,moderate rain
590,Port Augusta,AU,-32.5,137.7667,62.19,67,0,11.12,clear sky
591,Zheleznodorozhnyy,RU,55.7503,38.0042,27.12,92,91,5.44,overcast clouds
592,Siavonga,ZM,-16.5382,28.7088,83.53,68,37,0.94,scattered clouds
593,Koumac,NC,-20.5667,164.2833,76.44,82,1,4.25,clear sky
594,San Andres,CO,12.5847,-81.7006,82.42,69,20,14.97,few clouds
595,Jacareacanga,BR,-6.2222,-57.7528,80.42,92,76,0.56,broken clouds
596,Klyuchi,RU,52.2667,79.1667,29.98,87,100,14.03,overcast clouds
597,Dzerzhinskoye,RU,56.8344,95.2283,15.55,95,100,4.54,overcast clouds
598,Broome,US,42.2506,-75.833,38.7,75,20,8.05,few clouds
599,Taunggyi,MM,20.7833,97.0333,61.16,42,0,2.93,clear sky
600,Thornhill,GB,55.2333,-3.7667,40.28,67,100,8.39,overcast clouds
601,Sabzevar,IR,36.2126,57.6819,65.48,20,0,11.5,clear sky
602,Izumo,JP,35.3667,132.7667,39.15,77,0,7.43,clear sky
603,Yerbogachen,RU,61.2767,108.0108,-15.23,100,99,2.57,overcast clouds
604,Bayan,CN,46.0833,127.4,29.17,85,34,1.63,scattered clouds
605,Sandnessjoen,NO,66.0217,12.6316,24.66,85,40,2.3,light snow
606,Plerin,FR,48.5425,-2.7798,45.19,72,100,11.5,overcast clouds
607,Chimbote,PE,-9.0853,-78.5783,75.9,73,100,3.96,overcast clouds
608,Wabash,US,40.7978,-85.8205,57.54,68,100,10.11,overcast clouds
609,Mahanje,TZ,-9.9333,35.3333,71.46,85,98,2.77,overcast clouds
610,Asau,RO,46.4333,26.4,43.72,55,100,3.78,overcast clouds
611,Liverpool,GB,53.4106,-2.9779,44.55,82,75,18.41,broken clouds
612,Kamenka,RU,51.3223,42.7678,18.91,90,14,4.16,few clouds
613,Kloulklubed,PW,7.0419,134.2556,73.9,72,100,11.81,overcast clouds
614,Ust-Nera,RU,64.5667,143.2,-19.62,99,100,1.36,overcast clouds
615,Carballo,ES,43.213,-8.691,62.91,72,100,5.5,overcast clouds
616,Kailua,US,21.4022,-157.7394,73.65,83,80,1.99,moderate rain
617,High Level,CA,58.5169,-117.136,-32.69,68,0,3.44,clear sky
618,Zheshart,RU,62.0731,49.5733,6.58,99,99,2.46,overcast clouds
619,Balkhash,KZ,46.844,74.9804,28.58,94,100,3.78,overcast clouds
620,Tara,RU,56.8944,74.371,27.18,92,100,17.92,light snow
621,Correntina,BR,-13.3433,-44.6367,97.68,26,44,3.49,scattered clouds
622,Okhotsk,RU,59.3833,143.3,-11.94,97,53,3.38,broken clouds
623,Jadu,LY,31.953,12.0261,64.83,15,99,9.66,overcast clouds
624,Maine-Soroa,NE,13.2114,12.0241,101.28,6,25,14.7,scattered clouds
625,Livingston,GB,55.9029,-3.5226,43.81,54,20,9.22,few clouds
626,Nainpur,IN,22.4333,80.1167,77.85,23,53,5.86,broken clouds
627,Antipovka,RU,49.8299,45.3122,32.77,72,100,9.17,overcast clouds
628,Dickinson,US,29.4608,-95.0513,76.03,88,100,6.91,mist
629,Quang Ngai,VN,15.1167,108.8,69.48,83,63,2.39,broken clouds
630,Yelan-Koleno,RU,51.1523,41.2306,25.41,85,38,4.74,scattered clouds
631,Kavaratti,IN,10.5669,72.642,82.51,64,48,8.12,scattered clouds
632,Ankazoabo,MG,-22.2833,44.5167,71.8,96,97,13.27,light rain
633,Darnah,LY,32.767,22.6367,59.97,66,6,18.07,clear sky
634,Christchurch,NZ,-43.5333,172.6333,51.94,85,45,2.3,scattered clouds
635,Kandla,IN,23.0333,70.2167,80.92,42,32,14.85,scattered clouds
636,Toyooka,JP,35.5333,134.8333,41.94,65,0,4.52,clear sky
637,Aksarka,RU,66.5606,67.7975,-17.14,100,99,4.92,overcast clouds
638,Harpalpur,IN,25.2884,79.3347,78.84,21,41,6.93,scattered clouds
639,Port Hedland,AU,-20.3167,118.5667,86.05,79,75,8.05,broken clouds
640,Luba,GQ,3.4568,8.5547,80.49,81,100,7.54,light rain
641,Jizan,SA,17.3333,42.6667,83.34,57,2,5.86,clear sky
642,Orange,US,33.7,-117.7675,55.58,89,40,1.01,scattered clouds
643,Chapais,CA,49.7834,-74.8492,15.58,84,92,14.25,overcast clouds
644,Flinders,AU,-34.5833,150.8552,71.19,86,10,1.99,light rain
645,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,49,20,18.41,few clouds
646,Houma,US,29.5958,-90.7195,80.6,85,1,8.01,clear sky
647,Indramayu,ID,-6.3264,108.32,79.05,82,99,5.41,overcast clouds
648,Surgana,IN,20.5667,73.6167,69.96,52,39,6.4,scattered clouds
649,Toamasina,MG,-18.1667,49.3833,84.2,74,40,5.75,scattered clouds
650,Sorokino,RU,53.75,84.9167,28.54,88,100,12.17,overcast clouds
651,Charleville-Mezieres,FR,49.7667,4.7167,39.78,74,100,9.06,overcast clouds
652,Itamaraju,BR,-17.0392,-39.5311,85.93,63,100,6.33,overcast clouds
653,Kysyl-Syr,RU,63.8986,122.7617,-3.03,99,100,1.95,overcast clouds
654,Iquitos,PE,-3.7481,-73.2472,75.24,94,100,2.3,overcast clouds
655,Kiunga,PG,-6.1219,141.2906,72.72,95,99,2.13,overcast clouds
656,Labytnangi,RU,66.6572,66.4183,-15.52,95,94,5.21,overcast clouds
657,Vrangel,RU,42.7297,133.0839,36.03,78,16,6.69,few clouds
658,Saint George,US,37.1041,-113.5841,44.44,60,100,1.01,overcast clouds
659,Abnub,EG,27.2696,31.1511,73.62,24,43,16.4,scattered clouds
660,Krasne,UA,49.9145,24.6134,35.13,75,100,8.25,overcast clouds
661,Salto,UY,-31.3833,-57.9667,86.16,51,0,9.22,clear sky
662,Clarence Town,AU,-32.5833,151.7833,78.62,49,2,3.04,clear sky
663,Kenitra,MA,34.261,-6.5802,68.76,73,88,10.63,overcast clouds
664,Pecos,US,31.4229,-103.4932,75.24,22,100,0.0,overcast clouds
665,Nuristan,AF,35.3,70.8333,20.77,69,26,8.93,scattered clouds
666,Magadan,RU,59.5667,150.8,-2.42,98,100,4.05,overcast clouds
667,Kolondieba,ML,11.0882,-6.8926,103.82,6,82,8.37,broken clouds
668,Liepaja,LV,56.5419,21.0367,31.98,59,100,6.91,overcast clouds
669,Inverell,AU,-29.7833,151.1167,66.67,74,3,0.98,clear sky
670,Shelburne,CA,44.0787,-80.2041,33.76,87,100,9.82,light snow
671,Villazon,BO,-22.0866,-65.5942,63.97,39,76,6.22,broken clouds
672,Pontian Kecil,MY,1.4801,103.3899,79.02,83,18,6.96,few clouds
673,Obregon,NI,11.9566,-85.9636,84.29,46,68,14.76,broken clouds
674,Qeshm,IR,26.9581,56.2719,76.87,61,10,7.83,clear sky
675,Ganzhou,CN,28.8184,115.4327,62.58,33,79,1.72,broken clouds
676,Aksu,CN,41.1231,80.2644,51.21,36,39,3.94,scattered clouds
677,Esna,EG,25.2934,32.554,87.82,13,54,19.13,broken clouds
678,Menongue,AO,-14.6585,17.691,73.45,70,100,7.43,light rain
679,Ararat,AM,39.8317,44.7049,55.74,37,98,10.47,overcast clouds
680,Bonavista,CA,48.6499,-53.1147,28.81,86,87,7.61,overcast clouds
681,Yaransk,RU,57.3033,47.8861,23.49,97,100,4.07,overcast clouds
682,Lahat,ID,-3.8,103.5333,72.07,98,100,3.04,light rain
683,Morant Bay,JM,17.8815,-76.4093,85.62,64,16,11.74,few clouds
684,Nalut,LY,30.3333,10.85,70.75,12,40,8.46,scattered clouds
685,Abong Mbang,CM,3.9833,13.1833,92.35,27,79,1.86,broken clouds
686,Pucallpa,PE,-8.3791,-74.5539,80.64,78,75,3.44,broken clouds
687,Hay River,CA,60.8156,-115.7999,-23.82,76,40,4.61,scattered clouds
688,Abu Dhabi,AE,24.4667,54.3667,78.94,56,0,6.91,clear sky
689,Candolim,IN,15.5181,73.7626,82.4,78,1,3.44,clear sky
690,Darlawn,IN,24.0167,92.9,60.94,41,0,3.36,clear sky
691,Fort Nelson,CA,58.8053,-122.7002,-18.06,84,0,4.0,clear sky
692,Manggar,ID,-2.8833,108.2667,77.47,85,13,9.01,few clouds
693,Matara,LK,5.9485,80.5353,75.97,89,28,9.46,scattered clouds
694,Antalaha,MG,-14.9003,50.2788,78.91,87,100,1.3,light rain
695,Tual,ID,-5.6667,132.75,81.75,80,100,17.6,light rain
696,Naudero,PK,27.6648,68.3622,78.82,31,34,8.3,scattered clouds
697,Sorland,NO,67.667,12.6934,26.46,59,100,23.6,light snow
